sector,quarter,z_hat,nll,success,n_obs_cells,n_total,z_std
PRIMAIRES & ÉNERGIE,2012-01-01,-0.26869754353731834,0.18462964333792625,True,5,22,-0.22636593120564175
PRIMAIRES & ÉNERGIE,2012-04-01,-0.2780913710479645,0.4095063686449749,True,5,46,-0.23291606912604726
PRIMAIRES & ÉNERGIE,2012-07-01,0.4130187464987123,6.047736613858845,True,7,109,0.2489819200575983
PRIMAIRES & ÉNERGIE,2012-10-01,0.890582818599259,10.941975662718935,True,8,108,0.581978298215908
PRIMAIRES & ÉNERGIE,2013-01-01,-0.7215575845589257,17.0353591740319,True,10,109,-0.5421366566070054
PRIMAIRES & ÉNERGIE,2013-04-01,1.329452779623921,27.957500929028477,True,12,106,0.8879940059321326
PRIMAIRES & ÉNERGIE,2013-07-01,1.19147978104562,13.403075443468358,True,9,109,0.7917880484610633
PRIMAIRES & ÉNERGIE,2013-10-01,-0.8370218786335607,6.667643360028603,True,8,115,-0.6226477209430267
PRIMAIRES & ÉNERGIE,2014-01-01,0.7506801433127694,20.616418216324394,True,9,112,0.4844268137414842
PRIMAIRES & ÉNERGIE,2014-04-01,-0.7727251970418453,5.789613843231517,True,7,115,-0.5778148632209921
PRIMAIRES & ÉNERGIE,2014-07-01,0.74060170618836,20.39507158078505,True,9,112,0.4773993105100057
PRIMAIRES & ÉNERGIE,2014-10-01,1.5191119264049637,21.04950611128108,True,9,129,1.0202397351489352
PRIMAIRES & ÉNERGIE,2015-01-01,2.02368650200774,56.241703695607924,True,11,126,1.3720700255798184
PRIMAIRES & ÉNERGIE,2015-04-01,1.703482430100159,24.079595342755493,True,8,132,1.1487977937559846
PRIMAIRES & ÉNERGIE,2015-07-01,2.9882634697536496,54.20468035930179,True,10,121,2.044651267509355
PRIMAIRES & ÉNERGIE,2015-10-01,2.3750133758914993,49.929348089541534,True,12,125,1.6170435974785473
PRIMAIRES & ÉNERGIE,2016-01-01,2.332491195054588,47.57730086326995,True,12,124,1.5873936865298384
PRIMAIRES & ÉNERGIE,2016-04-01,-1.424174893361338,93.99008947087,True,15,125,-1.0320583922045734
PRIMAIRES & ÉNERGIE,2016-07-01,1.6047423500992881,78.04100524717867,True,16,196,1.0799482069880144
PRIMAIRES & ÉNERGIE,2016-10-01,0.7437681672718958,26.106488661193907,True,10,208,0.47960722382257726
PRIMAIRES & ÉNERGIE,2017-01-01,-0.9200535010492997,15.947235142288992,True,8,207,-0.6805440978949933
PRIMAIRES & ÉNERGIE,2017-04-01,-2.044509984909673,55.42171481965264,True,10,198,-1.4646062968689924
PRIMAIRES & ÉNERGIE,2017-07-01,-1.043793451096638,61.11470354139218,True,12,203,-0.7668256203261415
PRIMAIRES & ÉNERGIE,2017-10-01,-2.728462452442066,62.69703835992303,True,10,192,-1.9415133923273253
PRIMAIRES & ÉNERGIE,2018-01-01,-0.6757862364437474,22.26080059288556,True,8,210,-0.5102211628833306
PRIMAIRES & ÉNERGIE,2018-04-01,-1.3296805375588214,23.021927354012526,True,9,207,-0.9661692684682808
PRIMAIRES & ÉNERGIE,2018-07-01,0.2347128011655975,27.14504759490037,True,11,203,0.12465256307967251
PRIMAIRES & ÉNERGIE,2018-10-01,-0.9771294502930622,15.767775409500356,True,7,205,-0.7203420757757892
PRIMAIRES & ÉNERGIE,2019-01-01,0.6120655983933987,12.927569742091185,True,8,208,0.3877735181633893
PRIMAIRES & ÉNERGIE,2019-04-01,0.4737560264602567,32.97358357972557,True,9,214,0.29133287446968675
PRIMAIRES & ÉNERGIE,2019-07-01,0.7101936066916712,37.82562082186498,True,12,213,0.45619631893122764
PRIMAIRES & ÉNERGIE,2019-10-01,1.1690823973521496,22.535446877691903,True,10,213,0.776170777217557
PRIMAIRES & ÉNERGIE,2020-01-01,2.4431096022152103,73.75672347471458,True,12,194,1.6645258057449812
PRIMAIRES & ÉNERGIE,2020-04-01,3.450237090696941,90.20222319119894,True,12,179,2.366776719497727
PRIMAIRES & ÉNERGIE,2020-07-01,1.6372170580451173,101.46730557581566,True,13,220,1.1025922054784059
PRIMAIRES & ÉNERGIE,2020-10-01,-0.43371898075138005,54.03461809478121,True,12,248,-0.34143225239906666
PRIMAIRES & ÉNERGIE,2021-01-01,-0.18485967047669347,40.23637362557697,True,13,241,-0.16790737095656508
PRIMAIRES & ÉNERGIE,2021-04-01,-1.3067328924791948,38.699036765812565,True,13,232,-0.9501683103870598
PRIMAIRES & ÉNERGIE,2021-07-01,-2.056991685894842,60.22045899181824,True,12,223,-1.4733095504513538
PRIMAIRES & ÉNERGIE,2021-10-01,-2.2166387071225446,55.052774682801314,True,13,228,-1.5846283932168017
PRIMAIRES & ÉNERGIE,2022-01-01,-1.8872344719464278,55.44751851307721,True,12,235,-1.35494106187886
PRIMAIRES & ÉNERGIE,2022-04-01,-1.544295080103571,46.00290276106693,True,13,246,-1.1158159222736315
PRIMAIRES & ÉNERGIE,2022-07-01,-2.064512095418576,61.52383862307059,True,12,232,-1.4785533895087095
PRIMAIRES & ÉNERGIE,2022-10-01,-1.314495452261269,48.33760008844229,True,13,230,-0.9555809962310734
PRIMAIRES & ÉNERGIE,2023-01-01,-0.430154789417453,7.2571997643492905,True,8,233,-0.33894700931945104
PRIMAIRES & ÉNERGIE,2023-04-01,-0.09922891767353369,2.2250867352881594,True,6,230,-0.10819866963613113
PRIMAIRES & ÉNERGIE,2023-07-01,-0.10501721613767806,2.203988045265195,True,6,228,-0.11223474047324715
PRIMAIRES & ÉNERGIE,2023-10-01,0.2215208532096671,7.3205742247442025,True,7,229,0.11545406774300311
PRIMAIRES & ÉNERGIE,2024-01-01,-0.10930619432635802,2.157832279950936,True,6,224,-0.11522536369276296
PUBLIC & SERVICES NON-MARCHANDS,2011-04-01,-0.2882991009689416,0.03779191835864046,True,2,4,-0.6910720121942803
PUBLIC & SERVICES NON-MARCHANDS,2011-07-01,-0.22095688388577034,0.3222216621584264,True,6,36,-0.5753413972784693
PUBLIC & SERVICES NON-MARCHANDS,2011-10-01,-0.1997671681411067,0.38526056989316293,True,6,42,-0.5389259221242665
PUBLIC & SERVICES NON-MARCHANDS,2012-01-01,-0.1561342576728265,0.5474380949598151,True,7,58,-0.4639408120732567
PUBLIC & SERVICES NON-MARCHANDS,2012-04-01,-0.17393367007893767,0.932417890478324,True,7,98,-0.4945298991589288
PUBLIC & SERVICES NON-MARCHANDS,2012-07-01,1.1458390473613442,18.052891569583657,True,10,150,1.7735586009543753
PUBLIC & SERVICES NON-MARCHANDS,2012-10-01,0.8392213778406403,25.536665030650145,True,11,153,1.2466224088498299
PUBLIC & SERVICES NON-MARCHANDS,2013-01-01,-0.1872308025196666,1.5096548514142907,True,7,158,-0.5173816165605392
PUBLIC & SERVICES NON-MARCHANDS,2013-04-01,0.824633305356226,24.92697235174528,True,11,155,1.2215521531887703
PUBLIC & SERVICES NON-MARCHANDS,2013-07-01,0.4939848636619741,58.21216683476197,True,12,156,0.6533180032651105
PUBLIC & SERVICES NON-MARCHANDS,2013-10-01,-0.13494921391517042,12.832387512427418,True,9,162,-0.42753336593788754
PUBLIC & SERVICES NON-MARCHANDS,2014-01-01,-0.8499595192333764,31.510407817669606,True,11,156,-1.6563105860792833
PUBLIC & SERVICES NON-MARCHANDS,2014-04-01,-1.0353885561084053,11.417536814210823,True,9,158,-1.974978687461951
PUBLIC & SERVICES NON-MARCHANDS,2014-07-01,0.6215715708281118,10.570999578841791,True,9,158,0.8725814714871943
PUBLIC & SERVICES NON-MARCHANDS,2014-10-01,-0.988482077579537,10.609643513323016,True,9,160,-1.8943678041437395
PUBLIC & SERVICES NON-MARCHANDS,2015-01-01,-0.5114929634676044,27.60464900798576,True,10,169,-1.0746406571128648
PUBLIC & SERVICES NON-MARCHANDS,2015-04-01,-0.1852849616891477,22.01801240389546,True,10,172,-0.5140376019795206
PUBLIC & SERVICES NON-MARCHANDS,2015-07-01,-0.5424844211075243,28.269879658684744,True,11,177,-1.127900864530383
PUBLIC & SERVICES NON-MARCHANDS,2015-10-01,0.19130206489808724,17.04516241989068,True,9,175,0.13314406271724114
PUBLIC & SERVICES NON-MARCHANDS,2016-01-01,-0.5595817932880915,17.015600513444223,True,9,173,-1.157283464058666
PUBLIC & SERVICES NON-MARCHANDS,2016-04-01,-0.22986805366777496,23.143667994094393,True,10,172,-0.5906556414949448
PUBLIC & SERVICES NON-MARCHANDS,2016-07-01,0.09312823789785332,27.275078513768864,True,9,211,-0.03557205414810007
PUBLIC & SERVICES NON-MARCHANDS,2016-10-01,-0.18947540259550072,22.88169318381927,True,9,222,-0.5212390622798497
PUBLIC & SERVICES NON-MARCHANDS,2017-01-01,-0.1968723587971657,12.429137247465583,True,8,232,-0.533951062668354
PUBLIC & SERVICES NON-MARCHANDS,2017-04-01,0.34988909869754836,22.742471713785946,True,10,246,0.405682980119065
PUBLIC & SERVICES NON-MARCHANDS,2017-07-01,0.6609684251063201,30.352935475887183,True,10,282,0.9402867293306436
PUBLIC & SERVICES NON-MARCHANDS,2017-10-01,0.05479317179182641,30.986942832946607,True,11,347,-0.10145258148222963
PUBLIC & SERVICES NON-MARCHANDS,2018-01-01,0.05265036886321448,19.450429143393563,True,9,423,-0.10513508424666015
PUBLIC & SERVICES NON-MARCHANDS,2018-04-01,-0.11898468277172962,14.531845665582418,True,8,450,-0.40009760444831327
PUBLIC & SERVICES NON-MARCHANDS,2018-07-01,0.19111266039188357,24.784525070741974,True,10,478,0.13281856259383854
PUBLIC & SERVICES NON-MARCHANDS,2018-10-01,-0.10002326515330703,15.394168681404965,True,8,502,-0.3675115593832197
PUBLIC & SERVICES NON-MARCHANDS,2019-01-01,-0.09552475569648995,15.71672518963876,True,8,536,-0.35978066948693016
PUBLIC & SERVICES NON-MARCHANDS,2019-04-01,0.5249947476885527,29.16860457272997,True,9,555,0.7066098772530364
PUBLIC & SERVICES NON-MARCHANDS,2019-07-01,0.33805010900365307,51.368774627349275,True,10,552,0.38533714630779825
PUBLIC & SERVICES NON-MARCHANDS,2019-10-01,0.9088902966279447,51.22639182731654,True,9,612,1.366351564808809
PUBLIC & SERVICES NON-MARCHANDS,2020-01-01,1.6969248298939843,107.31103531252265,True,11,614,2.7206241899161197
PUBLIC & SERVICES NON-MARCHANDS,2020-04-01,1.7043900862993646,113.97506323646373,True,11,670,2.733453567262455
PUBLIC & SERVICES NON-MARCHANDS,2020-07-01,0.9709456966946172,138.82819143772974,True,13,794,1.4729965479951042
PUBLIC & SERVICES NON-MARCHANDS,2020-10-01,0.4261517023308728,84.67033054344587,True,15,845,0.536743678680042
PUBLIC & SERVICES NON-MARCHANDS,2021-01-01,-0.06866921723514079,76.8209999933641,True,15,875,-0.31362822433965215
PUBLIC & SERVICES NON-MARCHANDS,2021-04-01,0.01155906080345025,53.14277640349483,True,13,932,-0.17575233677308352
PUBLIC & SERVICES NON-MARCHANDS,2021-07-01,-0.4051288067476231,71.8926164697637,True,12,960,-0.891849091949483
PUBLIC & SERVICES NON-MARCHANDS,2021-10-01,-0.5329032659982116,82.01929670963682,True,14,994,-1.1114352205342095
PUBLIC & SERVICES NON-MARCHANDS,2022-01-01,-0.38236852377681907,71.83734123154021,True,13,1092,-0.8527345267040918
PUBLIC & SERVICES NON-MARCHANDS,2022-04-01,-0.2411922788967887,70.92239756341407,True,14,1160,-0.6101168295277101
PUBLIC & SERVICES NON-MARCHANDS,2022-07-01,0.5359400950078026,64.65489513455748,True,12,1203,0.725419946635805
PUBLIC & SERVICES NON-MARCHANDS,2022-10-01,0.3046188970600904,57.312153581420965,True,9,1241,0.32788411189357836
PUBLIC & SERVICES NON-MARCHANDS,2023-01-01,0.010118821427235821,22.232908361263902,True,8,1262,-0.17822745261949827
PUBLIC & SERVICES NON-MARCHANDS,2023-04-01,0.19596718707278873,37.273776589760274,True,9,1259,0.14116128402833616
PUBLIC & SERVICES NON-MARCHANDS,2023-07-01,0.3174775745152684,36.37349056383644,True,8,1259,0.3499823247732329
PUBLIC & SERVICES NON-MARCHANDS,2023-10-01,0.5404293998463976,55.94659639280961,True,9,1261,0.7331350179835964
PUBLIC & SERVICES NON-MARCHANDS,2024-01-01,0.508416526959616,58.18026068716851,True,9,1322,0.6781194627363849
SERVICES,2011-07-01,-0.009228989314140028,0.16757344661674628,True,3,18,-0.03548671157546042
SERVICES,2011-10-01,-0.015078549007159943,0.24377275856672762,True,3,26,-0.041741891065783895
SERVICES,2012-01-01,-0.039420936978931564,0.3954703419607779,True,4,42,-0.06777222736070479
SERVICES,2012-04-01,-0.026785379469790878,0.754610716319787,True,5,78,-0.05426049582400595
SERVICES,2012-07-01,1.1127110650919319,18.758298633820147,True,8,170,1.1642508389392443
SERVICES,2012-10-01,0.8767227634660926,41.17626961579921,True,10,171,0.9118986514664575
SERVICES,2013-01-01,-0.06744946374615299,22.896529710292363,True,11,176,-0.09774430645368568
SERVICES,2013-04-01,-1.1324227416724013,15.065403215703135,True,9,179,-1.2365648938862566
SERVICES,2013-07-01,-0.807141410939717,21.692479966317833,True,11,180,-0.8887279257445099
SERVICES,2013-10-01,0.2125118346022537,39.563737559396785,True,12,183,0.2016300504920076
SERVICES,2014-01-01,-1.6803412361218852,26.552507900077966,True,10,184,-1.8224771178334784
SERVICES,2014-04-01,-0.46186604906503276,39.361589407390234,True,12,181,-0.5195105016211679
SERVICES,2014-07-01,-1.29859256756345,30.36119894985083,True,11,184,-1.4142572573071508
SERVICES,2014-10-01,0.4637711762235321,10.791007391789678,True,8,216,0.47031220144723657
SERVICES,2015-01-01,-0.9027789394747153,35.56719674447887,True,12,229,-0.9909971457186552
SERVICES,2015-04-01,-0.5019756062938379,7.145375440878618,True,7,237,-0.5624013332239224
SERVICES,2015-07-01,-0.8380141814245103,58.54423820837583,True,12,229,-0.9217414739225686
SERVICES,2015-10-01,0.5682812116148153,77.59616998036121,True,14,226,0.5820691650854755
SERVICES,2016-01-01,0.6311890569266323,16.00672443507201,True,8,237,0.6493391622178185
SERVICES,2016-04-01,-0.7592681709459199,22.60549783860599,True,9,236,-0.8375350625787807
SERVICES,2016-07-01,0.6821245120168236,42.75577897442099,True,12,258,0.7038065804049761
SERVICES,2016-10-01,0.25470105000849597,33.95448424563114,True,13,302,0.24674474779766467
SERVICES,2017-01-01,0.01206320945609531,29.66488485308479,True,11,325,-0.012718070508271414
SERVICES,2017-04-01,1.2052496639583357,41.211254021264445,True,10,327,1.2632062434602236
SERVICES,2017-07-01,0.18840331091870122,66.63940380979632,True,16,326,0.17584979508794985
SERVICES,2017-10-01,-0.07575539562018838,47.604472201734595,True,13,343,-0.10662618772903815
SERVICES,2018-01-01,-1.0304743026855478,27.006562817223404,True,11,375,-1.1275471527078884
SERVICES,2018-04-01,-0.7271066679862098,17.82830277717738,True,10,383,-0.8031434187202502
SERVICES,2018-07-01,-0.3619835093520965,18.900791049461574,True,10,391,-0.41270191317316696
SERVICES,2018-10-01,0.4218579142785694,32.991259344484895,True,11,387,0.42549259275027246
SERVICES,2019-01-01,0.3533700648817607,28.984396680799193,True,10,397,0.3522556632435131
SERVICES,2019-04-01,0.8602278402321608,46.62292777211112,True,11,391,0.8942599383116077
SERVICES,2019-07-01,0.9597779752280382,49.709683439547085,True,11,390,1.0007130724557376
SERVICES,2019-10-01,1.1081844505919194,58.59040448784736,True,12,389,1.1594103402236118
SERVICES,2020-01-01,3.1702971091206287,157.87054408894113,True,13,336,3.3645138839581947
SERVICES,2020-04-01,2.2947493370857206,125.05801473577522,True,15,379,2.4282539338347107
SERVICES,2020-07-01,1.0836566380410553,136.96827817542737,True,17,494,1.1331817216501932
SERVICES,2020-10-01,0.8020901736699144,164.87097446871664,True,15,531,0.8320908933612033
SERVICES,2021-01-01,-0.440243154944309,79.70173449459737,True,13,552,-0.4963882341474668
SERVICES,2021-04-01,0.7629170150770698,96.17477534674748,True,14,557,0.7902013920892456
SERVICES,2021-07-01,-1.09137420569222,102.90666139342719,True,14,560,-1.19266997292709
SERVICES,2021-10-01,-1.3938997368847126,108.79263971443154,True,15,567,-1.5161732103199101
SERVICES,2022-01-01,-1.293734441839457,142.7323540323299,True,17,577,-1.4090622597372662
SERVICES,2022-04-01,-1.0493387279540234,89.26521517504312,True,14,601,-1.1477196737571074
SERVICES,2022-07-01,-0.6552045312373426,65.22949887408602,True,13,610,-0.7262554485643712
SERVICES,2022-10-01,-0.5047850217036323,35.38685394748151,True,10,612,-0.5654055589389133
SERVICES,2023-01-01,-0.04500871916374667,16.44543913895892,True,8,616,-0.07374747718344923
SERVICES,2023-04-01,-0.048853801872422366,5.739210354890135,True,6,600,-0.07785918537348716
SERVICES,2023-07-01,-0.05001505065387164,5.688386284165253,True,6,594,-0.07910095739430306
SERVICES,2023-10-01,-0.04844523872602715,5.612740439349069,True,6,588,-0.07742229166730223
SERVICES,2024-01-01,0.5535144884020455,29.671681965855353,True,7,587,0.5662784886880671
SERVICES PRO,2011-10-01,-0.09012290868233941,0.02073634032634996,True,1,2,-0.08637665312083757
SERVICES PRO,2012-01-01,-0.09012290868233941,0.04147268065269992,True,1,4,-0.08637665312083757
SERVICES PRO,2012-04-01,-0.21842189463155773,0.11803759735056271,True,2,12,-0.22442199329370716
SERVICES PRO,2012-07-01,-0.25777835738849414,0.13475373677349323,True,2,14,-0.26676820709334365
SERVICES PRO,2012-10-01,-0.25777835738849414,0.13475373677349323,True,2,14,-0.26676820709334365
SERVICES PRO,2013-01-01,-0.25777835738849414,0.13475373677349323,True,2,14,-0.26676820709334365
SERVICES PRO,2013-04-01,-0.2354639012699676,0.15596034066056697,True,2,16,-0.2427586121393055
SERVICES PRO,2013-07-01,-0.2354639012699676,0.15596034066056697,True,2,16,-0.2427586121393055
SERVICES PRO,2013-10-01,-0.2354639012699676,0.15596034066056697,True,2,16,-0.2427586121393055
SERVICES PRO,2014-01-01,-2.412452917485088,3.4558780339503032,True,3,15,-2.5851246649385557
SERVICES PRO,2014-04-01,-0.2882991009689416,0.15116767343456183,True,2,16,-0.2996074879241324
SERVICES PRO,2014-07-01,-2.4843601376402344,3.371882186550391,True,3,15,-2.6624943853128973
SERVICES PRO,2014-10-01,1.7238720764601896,3.751564100786717,True,3,17,1.8654201825532606
SERVICES PRO,2015-01-01,-0.33268366261609583,0.1834201892414121,True,2,20,-0.3473637649178589
SERVICES PRO,2015-04-01,-0.33268366261609583,0.1834201892414121,True,2,20,-0.3473637649178589
SERVICES PRO,2015-07-01,1.5282834007564536,3.9576766419452767,True,3,21,1.6549734274856085
SERVICES PRO,2015-10-01,1.5480556886701269,3.9339285220627658,True,3,21,1.6762477360145884
SERVICES PRO,2016-01-01,1.5935444825520175,4.186902969784318,True,3,21,1.725192129292682
SERVICES PRO,2016-04-01,-0.26783178447021905,0.20973881633546984,True,3,22,-0.2775853523040561
SERVICES PRO,2016-07-01,-2.017627385909796,3.864303114058284,True,5,25,-2.160305837166852
SERVICES PRO,2016-10-01,1.2040523771032,4.135932354184292,True,6,31,1.306111886424583
SERVICES PRO,2017-01-01,-0.2823300789087905,0.3161682061009974,True,5,34,-0.2931850234385669
SERVICES PRO,2017-04-01,-0.266961932638969,10.292682657966726,True,6,34,-0.27664942135295384
SERVICES PRO,2017-07-01,-0.29331285599477613,0.36899108613504494,True,5,40,-0.30500211760856893
SERVICES PRO,2017-10-01,-1.3136871021610481,5.687925930782002,True,6,59,-1.4028900617222582
SERVICES PRO,2018-01-01,-0.2275589544213099,0.6602967914786078,True,5,70,-0.23425315850147763
SERVICES PRO,2018-04-01,-0.21909431514287042,0.7017947694165096,True,5,74,-0.22514549486729027
SERVICES PRO,2018-07-01,-0.20301774008616458,0.7593719931313314,True,5,80,-0.20784764752969678
SERVICES PRO,2018-10-01,0.6031415893894906,5.239656426499958,True,6,79,0.6595523404565473
SERVICES PRO,2019-01-01,-0.1892724382039527,0.7827969514638533,True,5,82,-0.19305817074568107
SERVICES PRO,2019-04-01,-0.1795894781406973,0.8202768304742796,True,5,86,-0.18263963543207015
SERVICES PRO,2019-07-01,0.5901633702669856,5.705183842461541,True,6,89,0.6455882186020429
SERVICES PRO,2019-10-01,0.6576369670738562,5.520246705027335,True,6,83,0.7181875112229387
SERVICES PRO,2020-01-01,2.3706989682736244,22.100021391820768,True,8,77,2.561383893043441
SERVICES PRO,2020-04-01,0.9701131494166763,19.616472596473194,True,8,88,1.054401243298013
SERVICES PRO,2020-07-01,-0.06358084483379174,11.648325332684932,True,8,112,-0.05781829620355822
SERVICES PRO,2020-10-01,-0.06292266862666553,1.241412483977469,True,6,130,-0.05711012101624699
SERVICES PRO,2021-01-01,0.6786878083266068,31.875959184801733,True,10,134,0.7408374996087489
SERVICES PRO,2021-04-01,0.4527208582322517,6.9988735737604175,True,7,151,0.4977047557073452
SERVICES PRO,2021-07-01,-1.150978397276623,14.275587463701104,True,9,153,-1.22782103566037
SERVICES PRO,2021-10-01,0.3852625243598932,6.512502427452775,True,7,165,0.42512188548426627
SERVICES PRO,2022-01-01,0.36157635584130043,6.592984249539436,True,7,179,0.3996363746959327
SERVICES PRO,2022-04-01,-0.48734919309136354,7.7136648777777514,True,7,187,-0.5137786091936078
SERVICES PRO,2022-07-01,-1.02499902384265,15.52553500595508,True,8,189,-1.0922715195687838
SERVICES PRO,2022-10-01,0.34573513826379554,7.525063044434598,True,7,199,0.3825917639918025
SERVICES PRO,2023-01-01,-0.05075990360508505,12.451749404196846,True,8,202,-0.04402340000731149
SERVICES PRO,2023-04-01,-0.04929687471928663,1.9376537223083792,True,6,206,-0.042449230743785774
SERVICES PRO,2023-07-01,-0.05510622218132242,1.9114177081081907,True,6,202,-0.048699890798858586
SERVICES PRO,2023-10-01,0.3189189275573713,6.886043706264877,True,7,199,0.35373843439042196
SERVICES PRO,2024-01-01,0.30945406710759327,6.961760680705423,True,7,207,0.3435545668344032
